Feature,Average_Importance_Magnitude,Number_of_Models
crRNA spacer,0.0248822329884961,10
ah_maximal consecutive paired bases,0.00540095167704016,10
ah_5' stem,0.00496615586176858,10
bh_maximal consecutive unpaired bases,0.00471032092425018,10
ah_3' stem,0.00445116785882397,10
bh_3' overhang,0.00408041095030766,10
dsDNA target,0.00392364072094632,10
bh_maximal consecutive paired bases,0.0030747776596621703,10
bh_5' overhang,0.0028108168270555,10
PAM-proximal region,0.00257031933803443,10
central region,0.0022969103087678603,10
bh_5' stem,0.00219898668043488,10
PAM-distal region,0.0021336286428025202,10
bh_3' stem,0.00141620202115968,10
ah_maximal consecutive unpaired bases,0.0,10
ah_5' overhang,0.0,10
ah_3' overhang,0.0,10
