Feature,Importance Magnitude
Pos22_C,0.012365970847865672
Pos21_C,0.01141412234169131
Pos21_G,0.008047975738775567
Pos28_C,0.007283006265276914
Pos29_C,0.005838103530314765
Pos25_C,0.005710152120303751
Pos40_G,0.005501428415356439
Pos30_C,0.00549315980472271
Pos27_C,0.0051874976700771675
Pos32_C,0.0051786810888109144
Pos25_G,0.0050548336618522266
Pos33_C,0.004900637094544704
Pos31_C,0.004837088509652487
Pos28_T,0.004794356210235674
Pos24_G,0.004684139414166397
Pos22_T,0.004409103596010054
Pos26_A,0.004134163703018821
Pos37_C,0.0038828272883391843
Pos27_T,0.0038250996039421114
Pos40_C,0.0038183511552309043
Pos34_C,0.0037592821289326784
Pos26_T,0.0037427039670588375
Pos23_T,0.0034948462537519437
Pos36_C,0.0034766025362989355
Pos21_T,0.0034517208934363016
Pos33_T,0.0032706721017133735
Pos25_T,0.0031617555538481145
Pos23_G,0.003094800780859954
Pos35_T,0.003077003211134202
Pos35_C,0.0030523989920648873
Pos24_C,0.003026061741559592
Pos34_T,0.0029411082480683835
Pos32_T,0.0029061900672922745
Pos29_T,0.002854749313859311
Pos24_T,0.0027257816122702766
Pos35_G,0.0026760590043769564
Pos30_T,0.0026736773556247594
Pos23_C,0.002553648165959934
Pos37_G,0.002483478798427252
Pos26_G,0.002469444996569203
Pos27_G,0.0024403883433642463
Pos36_T,0.0023811242048382025
Pos22_A,0.0023566261908206203
Pos38_C,0.0022887522671008655
Pos31_T,0.0022631710891707446
Pos26_C,0.0021598189463497217
Pos37_T,0.002156729055415165
Pos34_G,0.0021276387685874253
Pos29_G,0.0020654536407603815
Pos32_G,0.0019715009594211386
Pos28_G,0.0019668115244100117
Pos22_G,0.0018825182488391872
Pos39_G,0.0018084813620259758
Pos31_G,0.001740452353521202
Pos33_G,0.0016927763090104047
Pos30_G,0.001683390414415719
Pos38_T,0.0016516287004289237
Pos39_C,0.0016304732645866492
Pos38_G,0.001493249934350917
Pos37_A,0.0014364848095165784
Pos36_G,0.0014192092113268031
Pos24_A,0.0013394217566923368
Pos23_A,0.0013220511760434984
Pos21_A,0.0012651564927451363
Pos39_T,0.0012486524931589252
Pos39_A,0.001246872897053723
Pos34_A,0.0011772203137437084
Pos25_A,0.0011537652695911519
Pos36_A,0.0010521767058420917
Pos32_A,0.0009364638035249621
Pos27_A,0.0009008699705304211
Pos30_A,0.0008895149044053777
Pos31_A,0.0008746389447824842
Pos40_T,0.0008377548864766173
Pos38_A,0.000834416838086429
Pos29_A,0.0008267701224197478
Pos28_A,0.0007710257554010673
Pos33_A,0.0007615160697716451
Pos35_A,0.0006567415671232548
Pos40_A,0.0005632544929528347
Pos9_G,0.0
Pos8_A,0.0
Pos6_G,0.0
Pos6_T,0.0
Pos7_A,0.0
Pos7_C,0.0
Pos7_G,0.0
Pos7_T,0.0
Pos10_A,0.0
Pos9_C,0.0
Pos8_C,0.0
Pos9_T,0.0
Pos6_C,0.0
Pos8_G,0.0
Pos8_T,0.0
Pos9_A,0.0
Pos19_G,0.0
Pos6_A,0.0
Pos10_G,0.0
Pos5_T,0.0
Pos1_G,0.0
Pos1_T,0.0
Pos2_A,0.0
Pos2_C,0.0
Pos2_G,0.0
Pos2_T,0.0
Pos3_A,0.0
Pos3_C,0.0
Pos3_G,0.0
Pos3_T,0.0
Pos4_A,0.0
Pos4_C,0.0
Pos4_G,0.0
Pos4_T,0.0
Pos5_A,0.0
Pos5_C,0.0
Pos5_G,0.0
Pos10_C,0.0
Pos10_T,0.0
Pos19_T,0.0
Pos16_A,0.0
Pos16_G,0.0
Pos16_T,0.0
Pos17_A,0.0
Pos17_C,0.0
Pos17_G,0.0
Pos17_T,0.0
Pos18_A,0.0
Pos18_C,0.0
Pos18_G,0.0
Pos18_T,0.0
Pos19_A,0.0
Pos19_C,0.0
Pos1_C,0.0
Pos20_T,0.0
Pos20_G,0.0
Pos20_C,0.0
Pos20_A,0.0
Pos16_C,0.0
Pos15_T,0.0
Pos11_A,0.0
Pos15_G,0.0
Pos11_C,0.0
Pos11_G,0.0
Pos11_T,0.0
Pos12_A,0.0
Pos12_C,0.0
Pos12_G,0.0
Pos12_T,0.0
Pos13_A,0.0
Pos13_C,0.0
Pos13_G,0.0
Pos13_T,0.0
Pos14_A,0.0
Pos14_C,0.0
Pos14_G,0.0
Pos14_T,0.0
Pos15_A,0.0
Pos15_C,0.0
Pos1_A,0.0
