Feature,Average_Importance_Magnitude,Number_of_Models
Pos15_Unpaired,0.00213035886040405,10
Pos6_Unpaired,0.0018861659336979301,10
Pos7_Unpaired,0.0017369902330224,10
Pos15_Paired-Opening,0.00172727255755075,10
Pos14_Unpaired,0.0016981314445898201,10
Pos8_Unpaired,0.0015015552646181298,10
Pos14_Paired-Opening,0.00148919806144268,10
Pos5_Unpaired,0.00139342173070515,10
Pos6_Paired-Opening,0.00136427081700578,10
Pos4_Unpaired,0.00132039929607511,10
Pos17_Unpaired,0.0012812527821381,10
Pos7_Paired-Opening,0.00121616189766992,10
Pos9_Unpaired,0.00120036471795824,10
Pos8_Paired-Opening,0.00115947118119297,10
Pos17_Paired-Opening,0.0010991150180904101,10
Pos5_Paired-Opening,0.00108392515285133,10
Pos4_Paired-Opening,0.0010796166568531,10
Pos19_Unpaired,0.00106606471951052,10
Pos10_Unpaired,0.00102249000744908,10
Pos16_Unpaired,0.00102068208155636,10
Pos9_Paired-Opening,0.00101497782515269,10
Pos3_Unpaired,0.00099325656591496,10
Pos10_Paired-Opening,0.00092689362316422,10
Pos20_Unpaired,0.0009163425412994201,10
Pos18_Unpaired,0.00086962291772298,10
Pos19_Paired-Opening,0.0008278944790355901,10
Pos1_Unpaired,0.0008188340908535299,10
Pos12_Unpaired,0.00074699904352182,10
Pos18_Paired-Opening,0.0007344758859938501,10
Pos1_Paired-Opening,0.0006958636949308901,10
Pos3_Paired-Opening,0.00068341039487595,10
Pos11_Unpaired,0.00067248390726343,10
Pos12_Paired-Opening,0.00065085839928675,10
Pos11_Paired-Opening,0.00063707657044661,10
Pos13_Unpaired,0.00063579208349635,10
Pos16_Paired-Opening,0.00063342572770349,10
Pos13_Paired-Opening,0.00056552690264318,10
Pos20_Paired-Opening,0.0005104321942159418,10
Pos2_Unpaired,0.0004924813428272,10
Pos2_Paired-Opening,0.00042523884839489,10
Pos17_Paired-Closing,5.373226481584554e-06,10
Pos19_Paired-Closing,4.326821027590819e-06,10
Pos16_Paired-Closing,3.2676288819485985e-06,10
Pos18_Paired-Closing,2.7913188744711734e-06,10
Pos14_Paired-Closing,2.258199014994136e-06,10
Pos20_Paired-Closing,2.234447872285059e-06,10
Pos15_Paired-Closing,1.903324714356917e-06,10
Pos13_Paired-Closing,1.7789340277211311e-06,10
Pos11_Paired-Closing,1.2886512502284827e-06,10
Pos12_Paired-Closing,1.1831453071732151e-06,10
Pos9_Paired-Closing,6.9775397275538e-07,10
Pos10_Paired-Closing,3.460389715027416e-07,10
Pos7_Paired-Closing,0.0,10
Pos6_Paired-Closing,0.0,10
Pos8_Paired-Closing,0.0,10
Pos5_Paired-Closing,0.0,10
Pos4_Paired-Closing,0.0,10
Pos3_Paired-Closing,0.0,10
Pos2_Paired-Closing,0.0,10
Pos1_Paired-Closing,0.0,10
