Feature,Average_Importance_Magnitude,Number_of_Models
Pos2_Unpaired,0.0011550441236549702,10
Pos1_Unpaired,0.0008283317435705,10
Pos3_Unpaired,0.00078707113047546,10
Pos11_Unpaired,0.00076004656530401,10
Pos4_Unpaired,0.00074969934775687,10
Pos2_Paired-Opening,0.0007382996355511701,10
Pos5_Unpaired,0.00072843893556008,10
Pos12_Unpaired,0.00065050918605669,10
Pos13_Paired-Closing,0.0006298689860125899,10
Pos6_Unpaired,0.00061400936918201,10
Pos10_Unpaired,0.0006055981291577699,10
Pos4_Paired-Opening,0.0005943635970084001,10
Pos12_Paired-Closing,0.00056151914393655,10
Pos13_Unpaired,0.00054577789532666,10
Pos11_Paired-Closing,0.00047282183170093003,10
Pos5_Paired-Opening,0.00046346731711873997,10
Pos6_Paired-Opening,0.00045832095740667,10
Pos3_Paired-Opening,0.00042934881412739004,10
Pos1_Paired-Opening,0.00041787337075837005,10
Pos14_Paired-Closing,0.00040813303767068,10
Pos17_Unpaired,0.00040790073809415003,10
Pos7_Unpaired,0.00039689677176307,10
Pos18_Unpaired,0.00039075189050647,10
Pos14_Unpaired,0.00038987055229398003,10
Pos19_Unpaired,0.00037648069695395,10
Pos7_Paired-Opening,0.00034055411426335005,10
Pos10_Paired-Closing,0.00033193285021227,10
Pos15_Paired-Closing,0.00031829477823163,10
Pos16_Unpaired,0.00031311484061965,10
Pos8_Unpaired,0.00030671845478015,10
Pos18_Paired-Closing,0.0002884031635169,10
Pos15_Unpaired,0.0002772083666364,10
Pos19_Paired-Closing,0.00026849206294720003,10
Pos16_Paired-Closing,0.00025541156568859274,10
Pos9_Unpaired,0.00023977986386858647,10
Pos20_Unpaired,0.00020047512585646257,10
Pos17_Paired-Closing,0.00020016317180471325,10
Pos8_Paired-Opening,0.00016110563811056963,10
Pos20_Paired-Closing,0.0001322464191224647,10
Pos9_Paired-Opening,0.00011452606347206882,10
Pos9_Paired-Closing,8.666443200508091e-05,10
Pos10_Paired-Opening,7.268490179840453e-05,10
Pos11_Paired-Opening,5.110320892680755e-05,10
Pos12_Paired-Opening,3.037046892485904e-05,10
Pos8_Paired-Closing,1.1871430360071319e-05,10
Pos13_Paired-Opening,5.9256795431893075e-06,10
Pos7_Paired-Closing,1.16824612506385e-06,10
Pos15_Paired-Opening,0.0,10
Pos14_Paired-Opening,0.0,10
Pos16_Paired-Opening,0.0,10
Pos6_Paired-Closing,0.0,10
Pos2_Paired-Closing,0.0,10
Pos5_Paired-Closing,0.0,10
Pos17_Paired-Opening,0.0,10
Pos18_Paired-Opening,0.0,10
Pos4_Paired-Closing,0.0,10
Pos19_Paired-Opening,0.0,10
Pos3_Paired-Closing,0.0,10
Pos20_Paired-Opening,0.0,10
Pos1_Paired-Closing,0.0,10
