Feature,Importance Magnitude
Pos20_Unpaired,0.0032415357796355512
Pos20_Paired-Opening,0.002802739550541069
Pos9_Unpaired,0.001949784189483706
Pos56_Unpaired,0.0019277497697613812
Pos9_Paired-Opening,0.0015590570116876964
Pos14_Unpaired,0.0014678640166240734
Pos62_Paired-Closing,0.0014263514750986412
Pos56_Paired-Closing,0.0014249216448964624
Pos15_Unpaired,0.0013972470349754098
Pos57_Unpaired,0.0013083191489585433
Pos57_Paired-Closing,0.0012865951004853871
Pos1_Unpaired,0.001277111026009393
Pos8_Unpaired,0.0011910617507931859
Pos77_Unpaired,0.001187303153694728
Pos78_Paired-Closing,0.0011832087194860886
Pos19_Paired-Opening,0.0011468424740397624
Pos62_Unpaired,0.0011358613643657422
Pos52_Unpaired,0.001132214101018262
Pos15_Paired-Opening,0.0011111997946575097
Pos3_Unpaired,0.001097017803345011
Pos60_Unpaired,0.0010779599419448332
Pos14_Paired-Opening,0.001072993927671948
Pos71_Paired-Closing,0.0010538946110987626
Pos3_Paired-Opening,0.0010375195603061895
Pos1_Paired-Opening,0.0010321902366654868
Pos11_Unpaired,0.0010313495313595874
Pos66_Unpaired,0.0009675260293591381
Pos17_Paired-Opening,0.0009667896097067807
Pos70_Paired-Closing,0.0009271246711138119
Pos11_Paired-Opening,0.0009215705596937252
Pos78_Unpaired,0.0009186542810098264
Pos67_Paired-Closing,0.0008452083352419618
Pos77_Paired-Closing,0.0008281932644100689
Pos64_Unpaired,0.0008275679808656358
Pos67_Unpaired,0.000804102848374148
Pos53_Unpaired,0.0008006037463127473
Pos79_Paired-Closing,0.0007995148826385639
Pos66_Paired-Closing,0.0007889542106341006
Pos4_Paired-Opening,0.0007824357744058672
Pos54_Paired-Closing,0.0007786100251429294
Pos65_Unpaired,0.0007574489546643923
Pos80_Unpaired,0.000730578776807957
Pos18_Unpaired,0.0007177042952910748
Pos61_Paired-Closing,0.000709292762148845
Pos19_Unpaired,0.0006719749455269398
Pos8_Paired-Opening,0.0006638093858867466
Pos61_Unpaired,0.0006624082782920232
Pos60_Paired-Closing,0.0006583752285860549
Pos49_Paired-Opening,0.0005952460974807079
Pos4_Unpaired,0.0005818233915696202
Pos16_Unpaired,0.0005784506505903444
Pos55_Unpaired,0.0005729229075917632
Pos79_Unpaired,0.0005720940123969786
Pos64_Paired-Closing,0.0005534192873872107
Pos17_Unpaired,0.000521920516755032
Pos69_Paired-Closing,0.0005198013842388667
Pos46_Unpaired,0.0004964397928587629
