Feature,Importance Magnitude
Pos22_Unpaired,0.003893531742533586
Pos24_Unpaired,0.003350268213865726
Pos31_Unpaired,0.003180499895971334
Pos25_Unpaired,0.003120274774897375
Pos39_Unpaired,0.0029021647141303807
Pos33_Unpaired,0.002881034210807113
Pos28_Paired-Opening,0.002831997351809056
Pos36_Unpaired,0.0028116448372710796
Pos32_Unpaired,0.0026706792065372474
Pos23_Unpaired,0.0026701923550797647
Pos26_Unpaired,0.002513499380286477
Pos35_Unpaired,0.0025023517964883634
Pos28_Unpaired,0.0023880718300169365
Pos25_Paired-Opening,0.0023822078509142183
Pos21_Unpaired,0.0023754236323575554
Pos30_Unpaired,0.0023460822069063525
Pos34_Unpaired,0.0023388326829025022
Pos29_Unpaired,0.0023038505370766064
Pos27_Paired-Opening,0.002236142556889494
Pos38_Unpaired,0.0022273597327094386
Pos37_Unpaired,0.0022069364187555372
Pos34_Paired-Closing,0.0022004253240670837
Pos27_Unpaired,0.0021958244448923433
Pos20_Paired-Closing,0.002189498365770849
Pos24_Paired-Opening,0.0021707845569800105
Pos41_Unpaired,0.002000780426787571
Pos29_Paired-Opening,0.001993549087292108
Pos35_Paired-Closing,0.0019770607582076803
Pos23_Paired-Opening,0.0019609133399225757
Pos22_Paired-Opening,0.0019566323233138703
Pos37_Paired-Closing,0.001933517857938128
Pos26_Paired-Opening,0.0018531378710714202
Pos41_Paired-Closing,0.0018504709860704303
Pos36_Paired-Closing,0.0018487866284284417
Pos33_Paired-Closing,0.0018221374313910474
Pos40_Unpaired,0.0017945969393238896
Pos18_Paired-Opening,0.0017714911924572897
Pos40_Paired-Closing,0.0016612172208926106
Pos39_Paired-Closing,0.0016462919664263402
Pos21_Paired-Opening,0.0015922696367168094
Pos38_Paired-Closing,0.0014597302684250352
Pos31_Paired-Closing,0.0013387575233872974
Pos32_Paired-Closing,0.0013173510446351977
Pos42_Unpaired,0.0012784304648319263
Pos16_Paired-Closing,0.0012072729624568153
Pos19_Paired-Closing,0.0011843285506409468
Pos27_Paired-Closing,0.0011443888136393467
Pos30_Paired-Opening,0.0010947509669386377
Pos30_Paired-Closing,0.0010766080479011066
Pos6_Paired-Opening,0.0010500107406476707
Pos31_Paired-Opening,0.0010376733789325473
Pos19_Unpaired,0.0010365314176435996
Pos19_Paired-Opening,0.0010338145920952674
Pos10_Unpaired,0.0010334137507462576
Pos6_Unpaired,0.001026498829376651
Pos18_Unpaired,0.0010133523604878886
Pos28_Paired-Closing,0.000999815301824498
Pos29_Paired-Closing,0.0009923181621234367
Pos7_Unpaired,0.0009814641271453349
Pos17_Paired-Opening,0.0009701799391640799
Pos16_Paired-Opening,0.0009392438243941922
Pos14_Unpaired,0.0009281010569731289
Pos18_Paired-Closing,0.0009049848389778904
Pos10_Paired-Opening,0.0009028076844843832
Pos32_Paired-Opening,0.0008988770579820424
Pos20_Unpaired,0.0008615690679655141
Pos11_Unpaired,0.0008541795193640831
Pos9_Paired-Opening,0.000770031820076118
Pos24_Paired-Closing,0.0007444902713432775
Pos9_Unpaired,0.0007327539700326549
Pos5_Unpaired,0.0007283935917095932
Pos11_Paired-Opening,0.0007219511817173277
Pos3_Unpaired,0.0007213076436927612
Pos15_Unpaired,0.0007123458879226081
Pos17_Unpaired,0.0007108096061447171
Pos26_Paired-Closing,0.0007077413336584105
Pos42_Paired-Closing,0.0007038822126105919
Pos17_Paired-Closing,0.0006876102174613391
Pos20_Paired-Opening,0.0006721609767231052
Pos3_Paired-Opening,0.0006419341360602642
Pos15_Paired-Opening,0.0006222303496375188
Pos23_Paired-Closing,0.000614879320918277
Pos13_Unpaired,0.0006009937251215343
Pos12_Unpaired,0.0005911278896031358
Pos12_Paired-Opening,0.000571306799812316
Pos8_Unpaired,0.0005623366193929687
Pos25_Paired-Closing,0.0005555647600799467
Pos14_Paired-Opening,0.0004954730708758496
Pos13_Paired-Opening,0.0004935034053615852
Pos8_Paired-Opening,0.0004548777883527605
Pos4_Unpaired,0.00035190140644472857
Pos22_Paired-Closing,0.00032962872978129783
Pos16_Unpaired,0.0003183532127332215
Pos4_Paired-Opening,0.0003035243893241137
Pos1_Unpaired,0.0003002575354550284
Pos5_Paired-Opening,0.00029819076046905404
Pos7_Paired-Opening,0.0002818024784105121
Pos2_Unpaired,0.00026996016367965893
Pos34_Paired-Opening,0.0002620552794077513
Pos2_Paired-Opening,0.00025672054145088716
Pos33_Paired-Opening,0.00023422207985612686
Pos35_Paired-Opening,0.0001578648064255227
Pos1_Paired-Opening,0.00010889273355428489
Pos21_Paired-Closing,4.218773185557395e-05
Pos36_Paired-Opening,3.9962985540228e-05
Pos41_Paired-Opening,0.0
Pos40_Paired-Opening,0.0
Pos1_Paired-Closing,0.0
Pos42_Paired-Opening,0.0
Pos3_Paired-Closing,0.0
Pos39_Paired-Opening,0.0
Pos2_Paired-Closing,0.0
Pos13_Paired-Closing,0.0
Pos38_Paired-Opening,0.0
Pos4_Paired-Closing,0.0
Pos37_Paired-Opening,0.0
Pos14_Paired-Closing,0.0
Pos6_Paired-Closing,0.0
Pos7_Paired-Closing,0.0
Pos8_Paired-Closing,0.0
Pos9_Paired-Closing,0.0
Pos10_Paired-Closing,0.0
Pos11_Paired-Closing,0.0
Pos15_Paired-Closing,0.0
Pos12_Paired-Closing,0.0
Pos5_Paired-Closing,0.0
