Feature,Average_Importance_Magnitude,Number_of_Models
Pos1_G,0.0144943356605193,10
Pos3_C,0.0120598484437,10
Pos2_G,0.0088831851886175,10
Pos2_T,0.007582645424287,10
Pos1_C,0.0071413900254029,10
Pos2_C,0.0063601126092006,10
Pos3_T,0.005848648293329,10
Pos1_T,0.0057516897497554,10
Pos4_T,0.0057169305633299,10
Pos4_G,0.0056707189961566,10
Pos20_C,0.0054810517447688,10
Pos8_C,0.0050905023817934,10
Pos6_A,0.0043618702619054,10
Pos4_C,0.0042799311752118,10
Pos3_A,0.0040099438718468,10
Pos5_G,0.0038679058063215,10
Pos17_G,0.0038492508891266,10
Pos20_G,0.0036983422325234,10
Pos2_A,0.0036185873910484,10
Pos19_C,0.0035861275172824,10
Pos7_T,0.003525671415238,10
Pos5_T,0.003456830886707,10
Pos3_G,0.0032472944813797,10
Pos5_A,0.0032169048505957,10
Pos8_G,0.0032103431489118,10
Pos10_A,0.0031904948737538,10
Pos4_A,0.003128518636215,10
Pos16_C,0.003119179812849,10
Pos9_C,0.0030848790159356,10
Pos18_A,0.0030409398197066,10
Pos15_G,0.002976873240615,10
Pos11_A,0.0028682094604728,10
Pos6_T,0.0028071740360304,10
Pos7_A,0.0027681052305358,10
Pos10_C,0.0027571966578803,10
Pos5_C,0.0027263909351491,10
Pos7_G,0.0026644705371734,10
Pos19_A,0.0025930990978961,10
Pos10_T,0.0025831335179672,10
Pos12_A,0.0025248091770287,10
Pos13_C,0.0025044496992135,10
Pos15_T,0.0024301892630259,10
Pos13_G,0.0024175667095657,10
Pos14_C,0.0023956389255828,10
Pos9_A,0.0023892540381456,10
Pos11_C,0.0023878809838046,10
Pos7_C,0.0023749707632911,10
Pos11_T,0.0023568954529258,10
Pos9_T,0.002355593678367,10
Pos14_G,0.0023330790081715,10
Pos15_C,0.00232292135206,10
Pos18_G,0.0022295677208216,10
Pos8_T,0.0022168472741806,10
Pos1_A,0.0022146204681507,10
Pos10_G,0.0021928816841222,10
Pos18_C,0.0021354661925109,10
Pos19_T,0.0021308807202323,10
Pos13_T,0.0020837630101993,10
Pos6_C,0.0020834907543961,10
