Feature,Average_Importance_Magnitude,Number_of_Models
crRNA spacer,0.0039408175163691,10
bh_maximal consecutive paired bases,0.0008032885397345,10
bh_maximal consecutive unpaired bases,0.0008673154393726,10
bh_5' overhang,0.0013722740959756,10
bh_3' overhang,0.0005317698080083,10
bh_5' stem,0.0005943729532409,10
bh_3' stem,0.0022383695335856,10
dsDNA target,0.0016382749585707,10
ah_maximal consecutive paired bases,0.0012640182725213,10
ah_maximal consecutive unpaired bases,0.0,10
ah_5' overhang,0.0,10
ah_3' overhang,0.0,10
ah_5' stem,0.0011449157312119,10
ah_3' stem,0.0014778112402786,10
PAM-proximal region,0.0013375719839376,10
central region,0.0018894221850544,10
PAM-distal region,0.0010810901990876,10
