Feature,Average_Importance_Magnitude,Number_of_Models
crRNA spacer,0.003940817516369171,10
bh_3' stem,0.00223836953358568,10
central region,0.00188942218505448,10
dsDNA target,0.00163827495857072,10
ah_3' stem,0.00147781124027862,10
bh_5' overhang,0.00137227409597564,10
PAM-proximal region,0.00133757198393764,10
ah_maximal consecutive paired bases,0.00126401827252138,10
ah_5' stem,0.00114491573121194,10
PAM-distal region,0.0010810901990876598,10
bh_maximal consecutive unpaired bases,0.00086731543937262,10
bh_maximal consecutive paired bases,0.00080328853973458,10
bh_5' stem,0.0005943729532409999,10
bh_3' overhang,0.00053176980800839,10
ah_maximal consecutive unpaired bases,0.0,10
ah_5' overhang,0.0,10
ah_3' overhang,0.0,10
