Feature,Importance Magnitude
Pos28_G,0.030503447202299385
Pos22_G,0.02852002729227762
Pos23_A,0.02594891567566311
Pos27_G,0.024979666866927538
Pos33_G,0.02408624955603426
Pos25_G,0.02375647028617905
Pos29_G,0.022743364422050168
Pos26_G,0.020672551201168197
Pos40_A,0.019926196212992024
Pos32_G,0.019706361519803563
Pos39_A,0.018046794260147457
Pos39_G,0.01761539994861416
Pos22_A,0.01734215860881824
Pos23_G,0.016994761704687215
Pos31_T,0.016738103428593047
Pos38_G,0.016311254443127934
Pos32_A,0.01574776373416879
Pos27_T,0.013801555369377426
Pos30_G,0.013744269035305083
Pos42_C,0.013620237090315663
Pos33_A,0.012853744488526596
Pos24_G,0.012751799578358721
Pos35_A,0.01251003728879718
Pos27_A,0.012416977784261603
Pos41_T,0.012167299456421468
Pos34_C,0.011833522894598448
Pos31_A,0.011660150279924043
Pos26_C,0.01132855362525034
Pos23_T,0.010934291340854314
Pos35_T,0.01090266409222641
Pos26_T,0.01042071322602808
Pos34_A,0.009995144180102347
Pos40_G,0.009923927703181788
Pos31_G,0.009437167448881616
Pos40_C,0.009383718473930153
Pos32_C,0.0089442576133778
Pos24_A,0.008896204145474066
Pos22_C,0.008807421095617999
Pos40_T,0.008723080800297638
Pos42_T,0.008427899901340194
Pos28_A,0.008381672889370553
Pos31_C,0.008178755197696251
Pos34_G,0.007688574191034155
Pos37_G,0.007298232185439108
Pos33_C,0.006789139981352223
Pos26_A,0.006594441911132385
Pos36_A,0.006550097849988729
Pos27_C,0.0063735124677326595
Pos32_T,0.006373364132061238
Pos29_C,0.0063615490590046685
Pos22_T,0.006182501370771229
Pos29_T,0.006181317969876096
Pos41_A,0.0060697725704373495
Pos41_G,0.005995177114449258
Pos38_A,0.005843810972204469
Pos41_C,0.005798328582937199
Pos30_C,0.005699667754559219
Pos30_T,0.00553492778369761
Pos33_T,0.005442869922234019
Pos34_T,0.005371406416278044
Pos39_C,0.00528123226887698
Pos37_A,0.005248290114188182
Pos28_T,0.004793871592219754
Pos30_A,0.004676850405918744
Pos38_C,0.0045457102476458644
Pos36_T,0.0045362883199376
Pos24_C,0.004517859365338998
Pos37_C,0.004439570332404498
Pos37_T,0.004369332713576084
Pos36_G,0.004260399574305671
Pos36_C,0.004074938795467448
Pos42_G,0.003986115957283824
Pos25_A,0.0038928900160244717
Pos39_T,0.003782196282732389
Pos24_T,0.003684840680977
Pos25_T,0.003642928250743223
Pos23_C,0.0035232561327716264
Pos38_T,0.0034852157613055636
Pos42_A,0.003457836514829338
Pos29_A,0.0032264550226758617
Pos25_C,0.003064495079632568
Pos35_C,0.0030083504649870154
Pos28_C,0.0028650943172132317
Pos35_G,0.0028261689849888236
Pos7_A,0.0
Pos6_T,0.0
Pos6_G,0.0
Pos7_C,0.0
Pos1_G,0.0
Pos4_G,0.0
Pos6_C,0.0
Pos3_G,0.0
Pos1_T,0.0
Pos2_A,0.0
Pos2_C,0.0
Pos2_G,0.0
Pos2_T,0.0
Pos3_A,0.0
Pos3_C,0.0
Pos3_T,0.0
Pos6_A,0.0
Pos4_A,0.0
Pos4_C,0.0
Pos4_T,0.0
Pos5_A,0.0
Pos5_C,0.0
Pos5_G,0.0
Pos5_T,0.0
Pos11_A,0.0
Pos8_A,0.0
Pos7_G,0.0
Pos14_T,0.0
Pos17_T,0.0
Pos17_G,0.0
Pos17_C,0.0
Pos17_A,0.0
Pos16_T,0.0
Pos16_G,0.0
Pos16_C,0.0
Pos16_A,0.0
Pos15_T,0.0
Pos15_G,0.0
Pos15_C,0.0
Pos15_A,0.0
Pos14_G,0.0
Pos7_T,0.0
Pos14_C,0.0
Pos14_A,0.0
Pos13_T,0.0
Pos13_G,0.0
Pos13_C,0.0
Pos13_A,0.0
Pos12_T,0.0
Pos12_G,0.0
Pos12_C,0.0
Pos12_A,0.0
Pos11_T,0.0
Pos11_G,0.0
Pos18_A,0.0
Pos18_C,0.0
Pos18_G,0.0
Pos18_T,0.0
Pos11_C,0.0
Pos8_C,0.0
Pos8_G,0.0
Pos8_T,0.0
Pos9_A,0.0
Pos9_C,0.0
Pos9_G,0.0
Pos9_T,0.0
Pos10_A,0.0
Pos10_C,0.0
Pos10_G,0.0
Pos10_T,0.0
Pos1_C,0.0
Pos21_T,0.0
Pos21_G,0.0
Pos21_C,0.0
Pos21_A,0.0
Pos20_T,0.0
Pos20_G,0.0
Pos20_C,0.0
Pos20_A,0.0
Pos19_T,0.0
Pos19_G,0.0
Pos19_C,0.0
Pos19_A,0.0
Pos1_A,0.0
