Feature,Q1,Q3,Median Spearman Correlation
Pos22_A,0.766,0.766,0.766
Pos23_A,0.763,0.763,0.763
Pos23_C,0.564,0.651,0.616
Pos24_A,0.598,0.735,0.69
Pos25_A,0.669,0.744,0.729
Pos25_T,0.34,0.737,0.663
Pos26_A,0.406,0.719,0.685
Pos26_C,0.639,0.734,0.725
Pos26_T,0.549,0.776,0.698
Pos27_A,0.489,0.69,0.626
Pos27_C,0.605,0.715,0.693
Pos27_T,0.773,0.783,0.782
Pos28_A,0.76,0.769,0.768
Pos28_C,0.398,0.7,0.595
Pos28_T,0.642,0.776,0.705
Pos29_A,0.463,0.739,0.702
Pos29_C,0.721,0.739,0.731
Pos29_T,0.238,0.725,0.548
Pos30_A,0.652,0.751,0.694
Pos30_C,0.485,0.677,0.644
Pos31_A,0.753,0.753,0.753
Pos32_A,0.766,0.766,0.766
Pos33_A,0.748,0.748,0.748
Pos33_C,0.412,0.667,0.56
Pos33_T,0.165,0.67,0.517
Pos34_A,0.66,0.751,0.72
Pos34_C,0.262,0.653,0.536
Pos35_A,0.752,0.753,0.753
Pos36_A,0.691,0.757,0.754
Pos37_A,0.395,0.73,0.623
Pos38_A,0.57,0.742,0.687
Pos38_C,0.551,0.733,0.689
Pos38_T,0.159,0.565,0.345
Pos39_A,0.755,0.755,0.755
Pos40_A,0.769,0.769,0.769
Pos41_A,0.748,0.748,0.748
Pos41_C,0.685,0.716,0.706
Pos42_A,0.46,0.729,0.553
Pos42_C,0.703,0.704,0.704
