Feature,Average_Importance_Magnitude,Number_of_Models
Pos1_G,0.0111077929390692,10
Pos3_C,0.0066261940392133,10
Pos3_A,0.0065506936418897,10
Pos10_A,0.0063062295975887,10
Pos12_A,0.0061220150588877,10
Pos6_A,0.00608896801169,10
Pos1_C,0.0060000405747404,10
Pos19_A,0.0059357392829844,10
Pos3_T,0.0058418892408857,10
Pos12_C,0.0056602349931945,10
Pos4_A,0.005634981374944,10
Pos16_A,0.0056096326036086,10
Pos9_C,0.0054929125847972,10
Pos10_G,0.005378762213565,10
Pos9_G,0.0053358951458089,10
Pos3_G,0.0050846382326162,10
Pos18_A,0.0050071642912435,10
Pos7_T,0.0049987272533574,10
Pos5_C,0.0049532757331165,10
Pos2_C,0.0049039543598869,10
Pos13_A,0.0046164792870903,10
Pos7_A,0.0044952964413528,10
Pos19_G,0.0044609491088776,10
Pos4_G,0.0043884051576286,10
Pos6_T,0.0043803196921918,10
Pos8_C,0.0040578503216603,10
Pos17_C,0.0040035232115704,10
Pos15_G,0.0039983249627687,10
Pos17_G,0.0039282185772608,10
Pos8_G,0.0036764494678147,10
Pos9_A,0.003667696306435,10
Pos5_A,0.0032609461054838,10
Pos11_G,0.003167895708685,10
Pos18_G,0.0031657237515362,10
Pos11_C,0.0031197509869031,10
Pos10_C,0.0030410441338605,10
Pos1_T,0.0030313851440624,10
Pos15_C,0.0029795880587833,10
Pos11_A,0.0029703525626105,10
Pos14_T,0.0029624792696487,10
Pos6_C,0.0029013302598037,10
Pos7_C,0.0028088373262083,10
Pos18_T,0.0027633686880159,10
Pos15_A,0.0027619577711183,10
Pos7_G,0.0027225483612216,10
Pos16_G,0.0026264783340632,10
Pos16_T,0.0026008167194099,10
Pos9_T,0.0025733464735293,10
Pos2_A,0.0025051686070587,10
Pos13_G,0.0024930839842394,10
Pos13_C,0.0024746604189886,10
Pos5_G,0.0024639324739266,10
Pos12_G,0.002431062463698,10
Pos2_G,0.0024008723846421,10
Pos8_A,0.0023657694557849,10
Pos14_C,0.0022714962533404,10
Pos4_T,0.0022508732500244,10
Pos6_G,0.0022240928137042,10
Pos16_C,0.0022227391644378,10
Pos13_T,0.0022005235633739,10
Pos17_A,0.0021973798812691,10
Pos14_G,0.0021828829456104,10
Pos10_T,0.0021124493209825,10
Pos4_C,0.0019276620530841,10
Pos18_C,0.0019179815798451,10
Pos15_T,0.0019159882796697,10
Pos5_T,0.0018197341493997,10
Pos8_T,0.0018094307230359,10
Pos12_T,0.0016292850509938,10
Pos2_T,0.0016071515364474,10
Pos11_T,0.0015511363692772,10
Pos19_C,0.0014835627476686,10
Pos14_A,0.0013862761310155,10
Pos1_A,0.0012445331642034,10
Pos19_T,0.001087846489625,10
Pos17_T,0.000845110135354,10
Pos72_T,0.0,10
Pos77_G,0.0,10
Pos72_A,0.0,10
Pos78_T,0.0,10
Pos78_G,0.0,10
Pos78_C,0.0,10
Pos72_G,0.0,10
Pos78_A,0.0,10
Pos72_C,0.0,10
Pos77_T,0.0,10
Pos76_T,0.0,10
Pos76_G,0.0,10
Pos74_T,0.0,10
Pos76_C,0.0,10
Pos76_A,0.0,10
Pos75_T,0.0,10
Pos75_G,0.0,10
Pos75_C,0.0,10
Pos75_A,0.0,10
Pos74_G,0.0,10
Pos77_A,0.0,10
Pos74_C,0.0,10
Pos74_A,0.0,10
Pos73_T,0.0,10
Pos73_G,0.0,10
Pos73_C,0.0,10
Pos73_A,0.0,10
Pos77_C,0.0,10
Pos67_A,0.0,10
Pos71_T,0.0,10
Pos66_G,0.0,10
Pos66_A,0.0,10
Pos65_T,0.0,10
Pos65_G,0.0,10
Pos65_C,0.0,10
Pos65_A,0.0,10
Pos64_T,0.0,10
Pos64_G,0.0,10
Pos64_C,0.0,10
Pos64_A,0.0,10
Pos63_T,0.0,10
Pos63_G,0.0,10
Pos63_C,0.0,10
Pos63_A,0.0,10
Pos62_T,0.0,10
Pos62_G,0.0,10
Pos62_C,0.0,10
Pos62_A,0.0,10
Pos66_C,0.0,10
Pos66_T,0.0,10
Pos71_G,0.0,10
Pos79_C,0.0,10
Pos71_C,0.0,10
Pos71_A,0.0,10
Pos70_T,0.0,10
Pos70_G,0.0,10
Pos70_C,0.0,10
Pos70_A,0.0,10
Pos69_T,0.0,10
Pos69_G,0.0,10
Pos69_C,0.0,10
Pos69_A,0.0,10
Pos68_T,0.0,10
Pos68_G,0.0,10
Pos68_C,0.0,10
Pos68_A,0.0,10
Pos67_T,0.0,10
Pos67_G,0.0,10
Pos67_C,0.0,10
Pos79_A,0.0,10
Pos85_C,0.0,10
Pos79_G,0.0,10
Pos95_A,0.0,10
Pos94_G,0.0,10
Pos94_C,0.0,10
Pos94_A,0.0,10
Pos93_T,0.0,10
Pos93_G,0.0,10
Pos93_C,0.0,10
Pos93_A,0.0,10
Pos92_T,0.0,10
Pos92_G,0.0,10
Pos92_C,0.0,10
Pos92_A,0.0,10
Pos91_T,0.0,10
Pos91_G,0.0,10
